id_municipio,ano,desmatado,bioma,area_total
1507300,2023,21299.1,Amazônia,84191.64412
1507300,2022,20984.9,Amazônia,84191.64412
1507300,2021,20450.4,Amazônia,84191.64412
1507300,2020,19873.4,Amazônia,84191.64412
1507300,2019,19264.6,Amazônia,84191.64412
1507300,2018,18719.7,Amazônia,84191.64412
1507300,2017,18442.6,Amazônia,84191.64412
1507300,2016,18205.9,Amazônia,84191.64412
1507300,2015,17891.0,Amazônia,84191.64412
1507300,2014,17691.6,Amazônia,84191.64412
